metal_linker,organic_linker1,organic_linker2,topology,Co2N2_selectivity,heat_adsorption,CO2_working_capacity,functional_groups1,functional_groups2
2,4,29,5,8.721836903,4.484787,46.93737043854794,20,20
3,14,25,5,20.70087427,5.848447,140.31060876271434,0,5
3,5,24,5,22.89351829,6.647060000000001,103.41401935837818,7,12
3,4,17,5,17.11223889,5.467562,76.3579731354877,2,18
1,10,16,5,23.05614835,5.873763,78.61803615463107,15,3
4,14,19,0,23.27765444,6.281682,137.247118184286,3,20
3,10,21,5,21.88999898,6.276813,147.21543061391057,7,8
4,2,17,0,31.20949406,6.497821,186.75671139431097,9,15
12,4,13,1,8.587417374999998,5.011484,82.99388528993539,5,20
12,4,9,1,31.64623753,6.160355,284.0683460014896,20,10
2,3,11,5,14.13681121,4.986394000000001,50.07035824369886,3,0
9,8,16,8,17.82831123,7.822555,97.19822701867886,12,3
9,2,16,8,29.17878064,9.774616,214.49865067428567,8,0
9,16,27,8,26.74588718,5.874952,199.37400719024865,8,13
10,43,54,2,25.07643736,5.872044,93.83512250556754,12,15
3,18,25,5,17.59785109,5.351422,120.9644627157854,19,9
2,6,15,5,12.29670114,6.013451,85.0497486191598,8,6
2,19,22,5,37.86405409,6.565325,100.20641695351556,2,1
2,17,19,5,10.89484307,4.950419,49.05018517684431,7,17
3,14,24,5,56.71431936,12.266385,106.22279682318894,2,20
2,14,23,5,16.10420157,8.020039,107.28044226644738,13,3
2,5,25,5,15.23943477,5.387822,57.65925730995097,8,0
2,1,28,5,17.64021978,5.415396,141.573774508276,19,10
10,45,54,2,11.70330513,5.785311,105.70643738093632,20,1
9,1,4,8,31.10662556,6.805066,176.16622545514358,1,0
9,1,24,8,25.57326918,6.21975,109.02942829287522,0,15
2,5,27,5,26.83815663,6.414065,99.65258513485904,3,12
10,43,46,2,40.60879795,6.993554,85.22159330566393,2,13
2,8,16,5,9.685264789,5.221779,60.48866934326605,9,7
3,4,17,5,21.14863379,5.578571,80.98292278177641,18,16
3,2,4,5,15.07208155,4.932414,65.71680869607364,20,9
2,2,10,5,12.39139513,5.673081,64.18489833031147,16,6
9,11,2,8,30.94774563,5.824689,173.33301666122364,17,20
12,4,24,1,19.06971369,5.897444,160.41660216024707,4,5
2,4,22,5,16.14765929,5.259475,55.78613371940102,1,20
9,12,22,8,14.32269205,5.590567,62.87666668713632,6,20
2,14,24,5,52.12460274,6.992539,198.40649354221716,4,20
2,13,25,5,18.57382683,5.267658,61.779072719253456,13,4
2,1,14,5,18.31042166,5.739334,88.70619415812881,18,20
2,13,21,5,13.79948387,5.631374,72.54998732542283,19,4
10,43,54,2,16.12509975,6.200394,85.67406812382707,17,8
10,44,44,2,29.44686253,6.428249,83.65963900815943,10,8
9,18,20,8,32.99942805,5.943669,152.42838292429894,2,20
2,18,29,5,11.23803602,5.248114,48.57839640256108,1,5
4,25,25,0,16.89988,5.916853,91.46181697447241,19,1
3,11,22,5,16.52539753,5.429201,92.44732396623967,8,5
3,18,23,5,8.029352730999998,5.734568,64.39041863261467,9,18
2,12,23,5,11.05952409,4.940713,57.405534655621615,12,20
3,1,1,5,17.78083804,5.913856,189.5245498752091,7,20
3,11,16,5,18.08247064,5.143043,83.92392656156301,0,20
2,17,24,5,11.43995134,4.931639,68.55199840856993,8,7
2,5,28,5,40.25104519,6.507415,338.4942489650846,7,20
4,1,15,0,83.63735461,8.388897,275.6014047762409,20,4
3,4,13,5,27.73542562,6.24875,176.77057069749867,2,15
9,11,18,8,145.6625886,8.292875999999998,298.5965679174773,7,17
2,10,26,5,15.57800242,5.197994,107.8601911031453,4,20
3,1,23,5,15.68541896,5.66049,74.82177077947662,5,8
3,10,25,5,84.64977973,7.184668,216.30079134918068,17,2
3,18,27,5,13.42971138,6.080982,73.72467204123785,7,6
3,24,25,5,16.31156733,5.556574,70.93388792016292,7,0
4,2,17,0,20.87058897,5.877167,152.54839357472022,15,20
3,4,25,5,14.18106929,5.607937000000001,85.43668804775318,5,7
2,16,17,5,16.09807771,5.484139,77.03115529837329,15,13
3,1,16,5,52.9837039,7.193275999999999,180.08217132762314,10,3
3,1,18,5,13.64801133,5.45332,88.9143556852006,12,20
9,2,7,8,17.40150488,5.280096,59.18621537927213,2,20
3,22,25,5,22.95235886,5.789748,123.48088961402668,10,2
9,1,4,8,26.70232629,6.420849,182.6080075891024,8,9
3,14,17,5,29.993562100000005,6.498716,256.2441986005937,6,1
2,16,19,5,17.28153721,5.306117,91.8150807872667,1,20
4,3,7,0,14.15381815,4.916423,121.59819158369072,13,0
9,4,2,8,59.42163339,7.887867999999998,102.0889499073035,17,18
3,13,25,5,10.35040681,4.964375,56.623401971033125,20,9
2,10,22,5,15.55387849,6.473644,90.47548459996494,8,20
3,1,6,5,80.18875187,7.252888999999999,301.7889832799208,2,17
2,1,24,5,31.14639955,6.461189,89.89458022743075,16,6
4,4,11,0,59.89875926,9.052961,109.15686738795804,1,4
12,9,11,1,61.36138465,7.184808,302.9773693492226,8,0
3,18,19,5,12.85442271,5.266642,77.63252916286378,14,8
3,12,29,5,24.00601517,6.124198000000001,104.63426520145084,18,2
4,22,22,0,57.69107348,8.462454,441.11986273004896,16,20
2,14,19,4,16.53374721,5.299318,64.96240887155498,9,3
3,4,16,5,47.97059278,7.018893,242.73846082313312,20,1
3,1,14,5,24.44399037,6.4368,166.84666385929543,4,12
9,11,17,8,11.61598278,4.746938,57.083470310405886,5,20
2,17,24,5,19.56834792,5.6522120000000005,85.78499956410643,3,1
2,9,17,5,11.31831336,5.311816,62.125568393578334,15,20
12,4,11,1,18.91577324,5.20293,126.083156317246,14,20
3,17,26,5,11.42101009,5.256325,79.16196338040545,14,4
2,19,28,5,14.2344556,5.56142,63.425050979707656,2,13
2,4,10,5,46.66983434,8.690149,132.1838903029651,10,7
4,4,4,0,62.99467492,7.867276999999999,115.17110126250694,17,10
3,22,26,5,26.37733744,6.449108,171.03036389268735,9,4
3,10,27,5,31.55567546,6.424169999999999,213.67359808720815,9,18
9,13,23,8,10.50740735,4.884501,55.933382000247995,8,20
3,5,26,5,30.69011208,6.412753,160.49517859711156,10,20
3,1,1,5,31.17380635,7.118641,163.7783860609741,12,7
3,16,25,5,10.08555654,5.086322,61.8153895598211,4,17
2,13,29,5,8.531571688999998,4.583631,52.28733628380515,1,9
2,38,40,3,30.28687193,6.321435,141.15745145413246,2,3
2,10,16,5,47.59002829,7.794864999999999,257.6207719346552,16,20
2,17,28,5,19.08752212,5.5395970000000005,74.0908118247789,2,10
3,12,28,5,22.90961961,6.371762,120.83718869725064,1,9
10,49,54,2,30.25577386,5.805274,91.90422212320544,0,2
4,19,24,0,24.21916394,6.024894000000001,96.55657447646793,12,0
2,2,15,5,10.89843138,5.548621,84.06308609155626,7,20
2,13,15,5,28.4658656,6.216034,135.4416759784303,16,4
3,3,5,5,18.12752329,5.505437000000001,59.34799039634616,1,5
2,13,17,5,15.60457612,5.487979,119.69634467378268,8,9
3,18,19,5,10.85431654,4.814123,56.73895555465742,2,20
3,10,26,5,59.73587636,7.760205,171.38891015501872,16,8
9,16,24,8,80.70817356,10.882273,270.5011997481602,8,17
2,9,21,5,39.53237353,6.590685000000001,172.6149336772726,13,20
9,6,16,8,28.86479559,6.22486,159.883900139739,15,13
9,8,16,8,34.08913074,7.467863,214.33687565721164,2,20
12,9,13,1,32.59237153,5.89931,199.11269101470967,4,20
3,4,13,5,19.84470787,5.930779,141.11238555651894,16,3
2,5,8,5,10.8562218,4.974894,59.57447542024979,4,20
2,13,13,5,11.38868727,5.129896,60.09479669965522,12,20
3,11,18,5,14.54349087,5.575136,88.07741758666458,14,7
4,1,14,0,51.94721246,7.1086160000000005,179.7952682871388,15,17
3,11,25,5,38.21327542,6.955736999999999,146.62148519408166,19,10
3,18,29,5,8.325582644,4.774034,45.342070678340406,9,5
4,4,4,0,58.29776106,7.982796999999999,236.37888681009557,15,20
3,22,26,5,30.36187563,6.013408,80.72474306065014,2,9
4,22,22,0,81.66207371999998,8.361736,216.3854756183225,18,17
3,4,22,5,23.98595808,6.210432,104.57186626629372,9,4
2,16,22,5,37.05839374,7.0338970000000005,213.97965000726452,2,20
4,14,22,0,65.33948567,10.299276,229.84598242162156,0,1
3,1,8,5,29.87095637,5.841956,155.56995470994767,4,1
9,3,18,8,49.8176148,5.613101,170.86396673226835,10,12
2,4,27,5,20.36793325,5.930888,106.0738977768616,9,5
3,3,5,5,10.14836786,5.304725,58.645919837554494,14,20
2,10,14,5,48.38006125,7.835917,214.51565355873325,0,20
3,10,23,5,49.24226219,7.146845,88.31925472953543,15,0
2,5,8,5,26.36182638,6.403556,214.1064287961552,8,6
9,2,2,8,31.29418154,5.841583,165.53050854181458,6,15
3,14,20,5,23.17566735,5.706601999999999,94.2253634651216,13,3
2,4,6,5,13.30031605,6.075752,84.13390393066317,10,4
12,1,24,1,13.55318336,5.287311,77.93527955195945,1,20
2,22,24,5,86.62773111,10.079475,86.89332350761153,0,8
2,1,6,5,26.19119632,5.428878,83.27170912027782,2,7
2,16,24,5,13.93774906,5.658136,114.54331515033094,5,8
2,9,9,4,21.22371815,6.279513,70.16446612977309,1,5
3,1,14,5,39.68268165,6.296169,227.21235117427565,4,20
10,53,56,2,36.8495187,6.912082000000001,108.15518289448332,2,18
2,4,16,5,13.70798344,5.6106,86.49482872065572,17,5
3,2,5,5,13.09167888,5.161941000000001,45.98685967496403,6,20
3,14,19,5,18.61038865,5.897198,125.35401320457665,16,9
3,16,23,5,20.76530699,6.2783940000000005,140.66535826444093,14,20
2,1,7,5,29.2674472,6.171551999999999,110.35070098334512,4,20
3,40,41,3,32.42216874,6.530719,369.77047713848265,16,0
4,11,14,0,109.8666701,7.974649999999999,228.72230635914923,4,18
10,45,49,2,15.97623464,7.254047999999998,73.47243507584083,4,16
12,1,10,1,55.60504729,6.902809,229.37402857079036,1,13
2,4,4,5,33.39326513,6.679422,130.04301255150287,20,18
9,12,18,8,23.4995828,7.002533000000001,73.16176101243946,14,1
9,25,25,8,21.00627857,5.935701,71.57636584511404,17,7
2,9,18,5,19.28362228,5.808452,179.05077305550228,20,20
10,43,53,2,26.08554364,5.179163,81.93987153073373,6,20
9,18,23,8,37.26779352,5.54379,243.0667980771741,20,20
9,4,2,8,89.20790435,7.632352,301.69670548956924,0,15
2,9,19,5,23.04652726,8.277966000000001,202.44723728501103,1,20
3,5,26,5,15.73804524,5.707952,110.06693439727344,12,5
4,1,15,0,71.85544136,7.807848,200.82057298067684,15,0
3,4,11,5,23.15487663,5.680328,93.5429370155461,12,5
3,18,22,5,8.516550376999998,4.828149,57.294107985698176,4,20
2,18,19,5,10.18977969,4.968446,56.65658235718808,4,5
12,1,22,1,13.8934919,4.840808,57.95375387164492,13,20
2,14,18,5,22.89049088,6.692678,237.0121204483567,6,20
4,14,14,0,47.14951198,7.771449999999998,151.46763741473688,15,13
1,9,24,5,14.5825068,5.778298,71.5984861025507,13,16
2,10,17,5,84.18845061,8.42155,147.4805435500543,16,14
2,10,28,5,45.98491515,10.22048,259.26344866414865,1,4
3,16,19,5,14.99091456,5.350522,82.72613112902307,14,15
4,4,22,0,165.7167444,8.157694000000001,238.34181204277644,17,0
3,4,11,5,33.15305959,6.812856,204.44846027683587,6,10
12,17,18,1,12.80962303,5.057653,61.8419668840547,17,7
3,12,15,5,14.93731272,5.789024,86.98312514974242,20,20
2,14,24,5,19.68011739,6.481761,86.48607966360986,5,15
2,5,8,5,11.77873205,5.031674,56.197504477103536,15,6
3,14,25,5,12.74575335,4.8855900000000005,79.2377335159534,8,15
4,4,24,0,96.24601295,8.279677000000001,198.72393574408792,20,17
9,7,18,8,65.18220585,6.199104,191.5577977173527,13,2
2,18,22,5,14.02659532,5.734204,103.38232466115554,8,18
10,49,54,2,25.35724596,6.574986999999999,150.54584997051106,9,1
2,12,12,5,23.60639324,5.844309,60.08489210677315,0,20
9,11,18,8,112.0373723,8.852693999999998,352.68753056510974,1,12
12,9,13,1,41.99086694,6.0821510000000005,196.36647756160409,9,18
3,1,13,5,16.59541105,5.743086,84.24516552403857,3,20
3,14,18,5,70.46862214,7.337617,331.82069935768504,20,3
4,5,14,0,64.44842116,8.008942999999999,256.0873758799607,17,4
4,1,5,0,33.64694125,6.527932,122.48267172806077,4,8
3,14,24,5,35.17159786,6.535051,268.2802598709011,4,20
3,22,28,5,11.21754412,5.197811,71.19206764128923,12,4
2,4,13,5,31.3772524,5.807289,116.42568302757084,14,1
12,17,17,1,10.57730169,4.524022,64.77900882668841,15,20
9,4,11,8,18.14309173,5.160883,69.51868667386127,17,20
10,53,55,2,16.51193906,6.204644,66.49283354838488,16,20
2,11,13,5,8.901056571,5.405563,89.82987022060114,6,9
2,1,17,5,30.09527085,6.381033,218.26470704114976,8,5
2,14,23,5,21.01745677,6.052696,179.29376573420933,20,16
2,11,13,5,19.00341829,5.356533,56.830903191912746,10,13
2,16,22,5,20.32587958,6.161181,93.42688820227764,15,20
3,11,16,5,32.38447676,6.0399,125.55557166972704,18,6
3,4,13,5,13.97372981,4.808935,66.19949252252718,13,20
2,4,28,5,12.07935279,4.972729,47.69358610509499,4,20
3,24,29,5,12.89927227,5.000101,68.98251804584449,13,6
3,1,17,5,14.31538592,5.461287,100.10340918754189,12,5
2,11,22,5,15.82451067,5.619275,55.21199748533626,6,2
2,4,6,5,21.61577,5.022438,82.02125426891484,1,0
2,4,6,5,12.81774697,5.123816000000001,68.28672039587818,16,9
9,1,22,8,17.43363104,5.293109,72.58069156335726,5,20
3,2,9,5,13.29494945,7.673014,85.67654427204762,3,16
3,8,25,5,8.128986603999998,4.752357,42.10673541340794,6,3
9,4,5,8,13.97182034,5.647848000000001,71.65906919567945,20,2
3,1,17,4,18.85663916,6.592346000000001,99.82459489791123,3,7
9,7,16,8,32.40267532,5.655869999999999,250.55219414780848,10,20
3,18,23,5,10.6768504,5.373375,65.86075544595992,20,4
4,14,24,0,79.74103581,9.554077,284.9156839225519,15,20
2,11,17,5,12.24887387,5.367487000000001,62.4354170742395,1,13
9,19,24,8,33.8269896,6.280684,89.1972968885321,6,20
2,4,13,5,16.03183769,5.842125,124.81602873453151,5,20
9,7,18,8,24.32740324,5.771347,66.64784042698948,16,18
2,12,14,5,32.46562342,6.41497,64.3552573278833,0,17
3,4,21,5,17.4987612,5.26231,63.144585924596655,8,1
9,6,18,8,29.67691912,6.189411,180.39713738127335,10,20
3,16,22,5,13.56216633,5.058948,89.23724541315653,0,20
2,9,9,4,20.0399561,5.783837,103.26099339835,2,13
2,9,17,5,14.20604306,5.3439190000000005,67.40290055770025,8,15
2,14,22,5,35.81738707,7.187554,205.93282859676404,2,20
1,10,13,5,15.19849686,5.579489,67.66207073811478,5,1
3,5,22,5,66.47238115,7.388327999999999,185.35257027672765,8,15
3,5,29,5,29.38216884,6.7129520000000005,255.87574774538015,9,15
2,1,4,5,36.36082169,6.3446620000000005,140.29905340435192,14,15
9,18,19,8,29.34012942,6.555986999999999,189.024863164308,6,20
2,12,14,5,40.47295717,8.169779,174.97057601772804,9,3
3,14,25,5,29.25505221,6.123844999999999,127.48118960255204,18,19
2,1,22,5,18.33773505,6.736345,137.9150178976345,14,20
10,43,57,2,27.42765921,7.204339999999999,113.59990267831247,2,15
3,10,11,5,56.09400684,7.213544,256.093978941882,1,3
10,47,54,2,18.44455672,5.714476,78.62662013512886,16,20
2,14,16,5,23.0918367,5.952622,174.87681253844434,17,20
9,4,12,8,32.66266456,6.485155000000001,169.7530015639947,14,20
2,22,28,5,19.42747468,6.15759,103.17300759824748,3,13
3,10,27,5,24.25104816,7.855150999999998,152.05233854787588,0,4
2,14,25,5,11.29938304,5.679589,67.4686010238181,16,20
4,1,4,0,67.89891212,7.196773,228.77314993594388,13,4
3,15,19,4,12.42912335,5.765802,76.04482292386585,14,5
10,45,53,2,27.48534954,6.266413,72.94749165309041,8,5
2,17,24,5,16.69220803,6.162033,143.9426229725742,7,15
4,5,14,0,40.56783853,8.065918,180.0787047201144,7,5
3,4,18,5,16.22955929,5.312039,99.08884872332052,12,20
2,24,25,5,18.5489049,5.403934,66.17671195889838,10,4
3,5,8,5,9.469622689,4.885864,64.08288102362602,1,20
2,10,17,5,88.36316467,7.698555,383.9036708750232,10,20
4,19,24,0,24.86135206,5.633673,74.34024248885936,20,15
4,17,25,0,19.45778264,5.766744999999999,83.72533947427722,5,4
2,1,18,5,30.57824177,7.180064999999999,237.3404577023978,10,14
4,1,22,0,34.5850799,6.339468,201.0807336203796,12,20
2,1,18,5,18.24995781,5.824968,160.1348164927518,14,5
3,8,13,5,6.884277322999999,5.373953,45.76301587582894,3,20
3,4,22,5,14.53711682,5.698427,85.98969448366948,17,6
3,5,25,5,16.8585001,5.35451,55.9186901874729,16,6
3,10,26,5,32.05078462,6.170287,141.94536181790215,18,20
2,12,22,5,52.66137185,7.738858999999999,176.4839978101104,16,19
9,7,18,8,34.08856828,6.258336,244.99175570380703,15,14
3,4,21,5,10.2451117,5.008508999999999,64.249278184045,9,8
9,6,16,8,42.62133213,5.860474,198.58807774505536,5,4
12,4,10,1,22.47875677,6.092368,188.7543027020791,4,8
3,14,17,5,32.17936111,6.753332,248.1557778999885,1,7
2,12,15,5,29.44288828,5.92339,122.0729517358386,16,17
3,4,13,5,19.15663162,5.927173000000001,81.02881406213011,17,20
2,8,18,5,8.115808962000001,5.096266,59.845200959026734,19,20
2,13,16,5,12.98065328,4.804796,51.98854773186231,2,16
3,4,7,5,15.44126484,5.7282,68.17793495072328,12,14
4,5,24,0,33.12784802,6.819216,207.38665775530583,15,9
3,3,10,5,25.65660439,6.058846,104.17898408197104,10,1
2,22,29,5,15.36187139,4.477304,29.799288298131437,15,6
2,1,23,5,20.65050041,5.390725,125.66732849274652,8,16
2,4,24,5,19.46001263,6.28151,70.54958971633809,17,18
3,11,17,5,9.052690185,4.739272,47.708938224062216,13,6
10,46,55,2,42.50500742,6.766307,78.17777700102246,0,18
9,1,17,8,14.58742435,5.735917,103.6946494900372,7,18
10,49,54,2,26.07272602,6.46335,115.59039569451514,2,12
9,11,2,8,32.86903805,7.224561999999999,236.32474170234016,4,12
3,1,26,5,42.28743395,6.86486,210.3466453381164,3,15
9,11,17,8,18.03840428,5.786964,103.3902483354612,5,9
2,38,40,3,18.43156309,5.3491610000000005,115.42020177349136,0,20
9,1,22,8,29.45578991,6.560983,231.60074612723065,9,4
2,12,13,5,11.95663142,5.08775,44.06008620630279,8,20
1,24,27,5,18.66428866,6.595332000000001,91.60345265268617,1,20
2,13,18,5,8.985046762999998,4.948713,60.339440143842666,6,20
2,9,17,5,18.8808184,5.857397,88.99144643313282,16,4
9,17,22,8,75.80347548999998,7.855832999999999,292.6379648396161,4,2
9,16,27,8,29.28344372,6.958130000000001,110.26948332171204,9,3
9,2,25,8,40.42838044,6.689587,220.1695253289224,10,15
4,12,15,0,57.86173966,9.988837,100.00733463658568,10,20
3,1,28,5,18.91508688,5.245353,95.62752366412852,4,13
12,4,4,1,19.00669249,5.564047,81.88589149952634,18,20
2,18,26,5,10.27122916,4.578196,39.35325859218884,9,20
3,1,18,5,21.71257534,6.480180000000001,189.71075622139224,16,12
9,1,17,8,20.26010796,5.617636,119.90929342074747,13,6
9,4,4,8,33.32392105,6.749279,150.22180470671887,1,17
9,10,29,8,62.60158777,7.118589999999999,230.3270154825947,18,10
